stock_no,stock_name,business_scope,competitor
4116,明基醫,明基醫是做什麼的？明基醫主要經營醫療器材製造加工及銷售醫療耗材製造及代理銷售醫院工程及管理顧問,"明基醫主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4117,普生,普生是做什麼的？普生主要經營診斷用套組及輔助器材之設計、開發、製造、銷售及進出口貿易業務生物製品之設計、開發、製造、銷售及進出口貿易業務醫療用品之設計、開發、製造、銷售及進出口貿易業務,"普生主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4119,旭富,"旭富是做什麼的？旭富主要經營原料藥,原料藥中間體,特殊及精密化學品之加工,製造及銷售","旭富主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4120,友華,友華是做什麼的？友華主要經營西藥、醫療器材及乳製品、化妝品、食品等之批發買賣、代理經銷、製造及進出口,"友華主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4121,優盛,優盛是做什麼的？優盛主要經營數位式血壓計呼吸治療系列產品溫度系列產品,"優盛主要經營業務為醫藥通路，競爭對手為同樣從事醫藥通路的下列幾家公司：{'1791': '光惠', '4110': '博登', '4175': '杏一', '4431': '敏成健康', '6469': '大樹', '6844': '諾貝兒', '6929': '佑全', '8303': '華登', '8403': '盛弘'}"
4123,晟德,晟德是做什麼的？晟德主要經營西藥製造業西藥批發業西藥零售業,"晟德主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4126,太醫,太醫是做什麼的？太醫主要經營各種醫療器材製造、加工、買賣。醫療氣體用儀器、儀表、設備之製造、按裝、施工及買賣。醫療用中央氣體工程及其他系統設計、維修保養、承裝工程。,"太醫主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4127,天良,天良是做什麼的？天良主要經營中藥製造買賣西藥進口批發零售其他健康照護產品、保健食品製造、批發、零售,"天良主要經營業務為機能性食品，競爭對手為同樣從事機能性食品的下列幾家公司：{'1271': '晨暉生技', '1293': '利統', '1294': '漢田生技', '1295': '生合', '1707': '葡萄王', '1780': '立弘', '1796': '金穎生技', '3054': '立萬利', '3164': '景岳', '3555': '博士旺'}"
4128,中天,中天是做什麼的？中天主要經營新藥開發,"中天主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4129,聯合,聯合是做什麼的？聯合主要經營骨科用人工植入物：包括人工關節、人工骨板、骨釘、骨針等。,"聯合主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4130,健亞,"健亞是做什麼的？健亞主要經營研究,開發,生產,製造及銷售各種西藥製劑各種西藥品,西藥原料之銷售及進出口業務各種藥物之臨床試驗服務","健亞主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4131,浩泰,浩泰是做什麼的？浩泰主要經營生物晶片之研究、開發、製造與銷售醫療器材製造及販售隱型眼鏡產業,"浩泰主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4132,國鼎,國鼎是做什麼的？國鼎主要經營新藥研發、保健食品研發與製造、生物技術服務業、雜項食品製造業(樟芝類食品)、輔助食品批發業,"國鼎主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4133,亞諾法,亞諾法是做什麼的？亞諾法主要經營單株抗體、多株抗體、蛋白質、醫療檢測儀器及檢驗試劑,"亞諾法主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4135,天賜爾,天賜爾是做什麼的？天賜爾主要經營保健產品化妝品私密肌膚保養品,"天賜爾主要經營業務為機能性食品，競爭對手為同樣從事機能性食品的下列幾家公司：{'1271': '晨暉生技', '1293': '利統', '1294': '漢田生技', '1295': '生合', '1707': '葡萄王', '1780': '立弘', '1796': '金穎生技', '3054': '立萬利', '3164': '景岳', '3555': '博士旺'}"
4136,太和-KY,太和-KY是做什麼的？太和-KY主要經營彩妝類護膚類其他類,"太和-KY主要經營業務為其他化學，競爭對手為同樣從事其他化學的下列幾家公司：{'1708': '東鹼', '1723': '中碳', '1724': '台硝', '1725': '元禎', '1727': '中華化', '1742': '台蠟', '1748': '大能', '1757': '國慶', '1773': '勝一', '3430': '奇鈦科'}"
4137,麗豐-KY,麗豐-KY是做什麼的？麗豐-KY主要經營美容產品與護理套組之研發、製造及銷售業務特許經營美容連鎖加盟店之經營與推廣業務除許可業務外，得經營法令非禁止或限制之業務,"麗豐-KY主要經營業務為化妝美容，競爭對手為同樣從事化妝美容的下列幾家公司：{'4138': '曜亞', '4190': '佐登-KY', '6431': '光麗-KY', '6523': '達爾膚', '6574': '霈方', '6666': '羅麗芬-KY', '6703': '軒郁'}"
4138,曜亞,曜亞是做什麼的？曜亞主要經營醫學美容之雷射儀器銷售醫學美容之耗材、保養品銷售醫學美容之儀器維護,"曜亞主要經營業務為化妝美容，競爭對手為同樣從事化妝美容的下列幾家公司：{'4137': '麗豐-KY', '4190': '佐登-KY', '6431': '光麗-KY', '6523': '達爾膚', '6574': '霈方', '6666': '羅麗芬-KY', '6703': '軒郁'}"
4139,馬光-KY,馬光-KY是做什麼的？馬光-KY主要經營連鎖社區醫療連鎖中醫中藥材、醫療培訓及教育,"馬光-KY主要經營業務為生物科技，競爭對手為同樣從事生物科技的下列幾家公司：{'1784': '訊聯', '3350': '邰港', '4170': '鑫品生醫', '4186': '尖端醫', '4724': '宣捷幹細胞', '6521': '金樺', '6554': '中美冠科-KY', '6662': '樂斯科', '6704': '國璽幹細胞', '6712': '長聖'}"
4141,龍燈-KY,龍燈-KY是做什麼的？龍燈-KY主要經營作物保劑、植物營養劑的研究開發、生產製造與銷售一體化服務,"龍燈-KY主要經營業務為農藥肥料，競爭對手為同樣從事農藥肥料的下列幾家公司：{'1712': '興農', '1722': '台肥', '4148': '全宇生技-KY', '6508': '惠光', '6534': '正瀚-創', '7409': '微新', '7649': '正崴生技', '8701': '正豐'}"
4142,國光生,國光生是做什麼的？國光生主要經營血清、疫苗、檢驗試劑、生物製劑及其菌液、原料等之加工製造買賣有關西藥、動物用藥品、化學品及飼料添加物等之加工製造買賣前各項產品之進出口貿易與代理,"國光生主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4144,康聯-KY,康聯-KY是做什麼的？康聯-KY主要經營醫藥開發及銷售,"康聯-KY主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4147,中裕,中裕是做什麼的？中裕主要經營新藥研發,"中裕主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4148,全宇生技-KY,全宇生技-KY是做什麼的？全宇生技-KY主要經營微生物研發及量產微生物有機複合肥生化有機複合肥,"全宇生技-KY主要經營業務為農藥肥料，競爭對手為同樣從事農藥肥料的下列幾家公司：{'1712': '興農', '1722': '台肥', '4141': '龍燈-KY', '6508': '惠光', '6534': '正瀚-創', '7409': '微新', '7649': '正崴生技', '8701': '正豐'}"
4150,優你康,優你康是做什麼的？優你康主要經營隱形眼鏡,"優你康主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4151,明躍,明躍是做什麼的？明躍主要經營CH01010體育用品製造業F108031醫療器材批發業F208031醫療器材零售業,"明躍主要經營業務為其他電製品，競爭對手為同樣從事其他電製品的下列幾家公司：{'3426': '台興', '4503': '金雨', '4506': '崇友', '4552': '力達-KY', '4556': '旭然', '4565': '宏偉', '4568': '科際精密', '4580': '捷流閥業', '4584': '君帆', '6843': '進典'}"
4152,台微體,台微體是做什麼的？台微體主要經營授權合作開發收入權利金收入,"台微體主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4153,鈺緯,"鈺緯是做什麼的？鈺緯主要經營醫療器材製造業,醫療器材批發業,醫療器材零售業及國際貿易業電腦及其週邊設備製造業,資訊軟體批發業及資訊軟體零售業資訊軟體服務業,除許可業務外,得經營法令非禁止或限制之業務","鈺緯主要經營業務為顯示器，競爭對手為同樣從事顯示器的下列幾家公司：{'2255': '凱銳光電', '2334': '國豐', '2352': '佳世達', '2489': '瑞軒', '3082': '漢達電子', '3084': '光威', '3159': '彩華科', '3179': '華科', '3258': '誠洲', '3434': '哲固'}"
4154,樂威科-KY,樂威科-KY是做什麼的？樂威科-KY主要經營精品生產銷售貿易,"樂威科-KY主要經營業務為金屬製品，競爭對手為同樣從事金屬製品的下列幾家公司：{'1591': '駿吉-KY', '2059': '川湖', '4564': '元翎', '5543': '桓鼎-KY', '6584': '南俊國際', '6705': '振躍精密', '8411': '福貞-KY', '8488': '吉源-KY', '8930': '青鋼', '8936': '國統'}"
4155,訊映,訊映是做什麼的？訊映主要經營醫療器材製造業醫療器材設備業醫療器材零售業,"訊映主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4157,太景*-KY,太景*-KY是做什麼的？太景*-KY主要經營新藥研發,"太景*-KY主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4159,泉盛,泉盛是做什麼的？泉盛主要經營抗體藥物之研發銷售,"泉盛主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4160,訊聯基因,訊聯基因是做什麼的？訊聯基因主要經營1.基因檢測 2.分子診斷 3.生物技術服務4.個人化醫療相關檢測服務 5.生物資訊服務 6.健康照護,"訊聯基因主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4161,聿新科,聿新科是做什麼的？聿新科主要經營居家醫療檢測產品生醫材料及產品天然蝦紅素及原料,"聿新科主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4162,智擎,智擎是做什麼的？智擎主要經營新藥開發,"智擎主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4163,鐿鈦,鐿鈦是做什麼的？鐿鈦主要經營醫療器材用產品精密扣件產品微波開關產品,"鐿鈦主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4164,承業醫,承業醫是做什麼的？承業醫主要經營放射腫瘤、神經科學、影像醫學、眼科及外科/手術等儀器設備銷售維修保養、出租及其相關零配件、耗材之銷售及藥品銷售一般投資業,"承業醫主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4166,友霖,友霖是做什麼的？友霖主要經營西藥研發、製造及銷售,"友霖主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4167,松瑞藥,松瑞藥是做什麼的？松瑞藥主要經營西藥製造業(原料藥產品及註冊針劑)原料藥之中間體物生物製藥技術服務,"松瑞藥主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4168,醣聯,醣聯是做什麼的？醣聯主要經營抗癌用之單株抗體開發單株抗體標的授權醣質抗原與蛋白質藥物相關委託服務,"醣聯主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4169,泰宗,泰宗是做什麼的？泰宗主要經營新藥及醫療器材之研發西藥產品、醫療器材、健字號產品、機能性食品製造、買賣,"泰宗主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4170,鑫品,鑫品生醫是做什麼的？鑫品生醫主要經營細胞產品(製劑)委託製造生物技術及試驗委託服務免疫細胞儲存服務,"鑫品生醫主要經營業務為生物科技，競爭對手為同樣從事生物科技的下列幾家公司：{'1784': '訊聯', '3350': '邰港', '4139': '馬光-KY', '4186': '尖端醫', '4724': '宣捷幹細胞', '6521': '金樺', '6554': '中美冠科-KY', '6662': '樂斯科', '6704': '國璽幹細胞', '6712': '長聖'}"
4171,瑞基,瑞基是做什麼的？瑞基主要經營動物用藥製造業、生物技術服務業醫療器材製造業、一般儀器製造業,"瑞基主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4172,因華,因華是做什麼的？因華主要經營生物技術服務業研究發展服務業,"因華主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4173,久裕,久裕是做什麼的？久裕主要經營處方用藥、指示用藥、健康消費品之銷售推廣處方用藥及指示用藥之經銷物流服務,"久裕主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4174,浩鼎,浩鼎是做什麼的？浩鼎主要經營新藥研發,"浩鼎主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4175,杏一,杏一是做什麼的？杏一主要經營醫療及保健產品開發與零售,"杏一主要經營業務為醫藥通路，競爭對手為同樣從事醫藥通路的下列幾家公司：{'1791': '光惠', '4110': '博登', '4121': '優盛', '4431': '敏成健康', '6469': '大樹', '6844': '諾貝兒', '6929': '佑全', '8303': '華登', '8403': '盛弘'}"
4177,柏登,柏登是做什麼的？柏登主要經營醫療器材研發製造與銷售生物技術服務研究發展服務,"柏登主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4180,安成藥,安成藥是做什麼的？安成藥主要經營製藥技術之開發及轉移西藥製造與銷售其他生技服務等業務,"安成藥主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4183,福永生技,福永生技是做什麼的？福永生技主要經營醫療器材製造業國際貿易業智慧財產權業,"福永生技主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4186,尖端醫,尖端醫是做什麼的？尖端醫主要經營研發、生產、銷售藥物殘留檢驗試劑。濫用藥物檢驗。臍帶血幹細胞之研發與儲存及生物技術服務業等相關業務。,"尖端醫主要經營業務為生物科技，競爭對手為同樣從事生物科技的下列幾家公司：{'1784': '訊聯', '3350': '邰港', '4139': '馬光-KY', '4170': '鑫品生醫', '4724': '宣捷幹細胞', '6521': '金樺', '6554': '中美冠科-KY', '6662': '樂斯科', '6704': '國璽幹細胞', '6712': '長聖'}"
4188,安克,安克是做什麼的？安克主要經營電腦輔助診斷軟體高階醫材,"安克主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4190,佐登-KY,佐登-KY是做什麼的？佐登-KY主要經營美容美體產品美容美體SPA課程,"佐登-KY主要經營業務為化妝美容，競爭對手為同樣從事化妝美容的下列幾家公司：{'4137': '麗豐-KY', '4138': '曜亞', '6431': '光麗-KY', '6523': '達爾膚', '6574': '霈方', '6666': '羅麗芬-KY', '6703': '軒郁'}"
4191,法德藥,法德藥是做什麼的？法德藥主要經營特殊製劑技術平台的開發及應用口服固體緩控釋製劑技術與產品的開發其他生技服務等業務,"法德藥主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4192,杏國,杏國是做什麼的？杏國主要經營A.食品顧問業 B.藥品檢驗業 C.生物技術服務業 D.西藥批發業E.智慧財產權業 F.除許可業務外，經營法令非禁止或限制之業務,"杏國主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4193,喬本,喬本生醫是做什麼的？喬本生醫主要經營超臨界萃取技術、SMB純化分離技術及USP原料認證服務天然植物、中草藥成分萃取分離技術及中草藥、原料藥之研發牛樟植育事業及醫藥品之顧問服務,"喬本生醫主要經營業務為機能性食品，競爭對手為同樣從事機能性食品的下列幾家公司：{'1271': '晨暉生技', '1293': '利統', '1294': '漢田生技', '1295': '生合', '1707': '葡萄王', '1780': '立弘', '1796': '金穎生技', '3054': '立萬利', '3164': '景岳', '3555': '博士旺'}"
4194,禾生技,禾生技是做什麼的？禾生技主要經營新藥及新醫材研發醫療器材批發業西藥製造業,"禾生技主要經營業務為製藥，競爭對手為同樣從事製藥的下列幾家公司：{'1701': '中化', '1716': '永信藥品', '1720': '生達', '1731': '美吾華', '1734': '杏輝', '1752': '南光', '1760': '寶齡富錦', '1762': '中化生', '1777': '生泰', '1789': '神隆'}"
4195,基米,基米是做什麼的？基米主要經營相關科學研究服務臨床定序相關癌症個體化醫療及遺傳性篩檢服務預防性基因檢測之大眾基因定序服務,"基米主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4197,暐世,暐世是做什麼的？暐世主要經營血糖測試儀血糖測試片保養品,"暐世主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4198,欣大健康,欣大健康是做什麼的？欣大健康主要經營數位 X光診斷影像設備之研發、生產製造、銷售與安裝維修升級,"欣大健康主要經營業務為醫療耗材，競爭對手為同樣從事醫療耗材的下列幾家公司：{'1565': '精華', '1729': '必翔', '1733': '五鼎', '1781': '合世', '1783': '和康生', '1786': '科妍', '1788': '杏昌', '1794': '露絲科', '1813': '寶利徠', '3118': '進階'}"
4205,中華食,"中華食是做什麼的？中華食主要經營中華豆腐,豆花冷凍食品,火鍋料","中華食主要經營業務為其他食品，競爭對手為同樣從事其他食品的下列幾家公司：{'1203': '味王', '1208': '和信興', '1227': '佳格', '1231': '聯華食', '1233': '天仁', '1236': '宏亞', '1239': '味丹', '1258': '其祥-KY', '1264': '德麥', '1737': '臺鹽'}"
4207,環泰,環泰是做什麼的？環泰主要經營液態糖漿,"環泰主要經營業務為其他食品，競爭對手為同樣從事其他食品的下列幾家公司：{'1203': '味王', '1208': '和信興', '1227': '佳格', '1231': '聯華食', '1233': '天仁', '1236': '宏亞', '1239': '味丹', '1258': '其祥-KY', '1264': '德麥', '1737': '臺鹽'}"
4303,信立,信立是做什麼的？信立主要經營合成皮塑膠皮,"信立主要經營業務為合成皮，競爭對手為同樣從事合成皮的下列幾家公司：{'1306': '合發', '1307': '三芳', '1341': '富林-KY', '8713': '延穎', '8721': '尚鋒'}"
4304,勝昱,勝昱是做什麼的？勝昱主要經營各項包裝材料之製造加工及買賣業務各種絕源材料印刷電路基板之製造加工及買賣業務各種塑膠薄膜及金屬薄膜之製造加工及買賣業務,"勝昱主要經營業務為塑膠加工，競爭對手為同樣從事塑膠加工的下列幾家公司：{'1315': '達新', '1321': '大洋', '1323': '永裕', '2461': '光群雷', '3303': '岱稜', '4305': '世坤', '6151': '晉倫', '8058': '耐特', '8410': '森田', '8942': '森鉅'}"
4305,世坤,世坤是做什麼的？世坤主要經營塑膠布製造反光片,"世坤主要經營業務為塑膠加工，競爭對手為同樣從事塑膠加工的下列幾家公司：{'1315': '達新', '1321': '大洋', '1323': '永裕', '2461': '光群雷', '3303': '岱稜', '4304': '勝昱', '6151': '晉倫', '8058': '耐特', '8410': '森田', '8942': '森鉅'}"
4306,炎洲,炎洲是做什麼的？炎洲主要經營薄膜膠帶包裝材料,"炎洲主要經營業務為膠帶，競爭對手為同樣從事膠帶的下列幾家公司：{'1262': '綠悅-KY', '1324': '地球', '1715': '萬洲', '3171': '新洲', '8354': '冠好'}"
4401,東隆興,東隆興是做什麼的？東隆興主要經營各種人造纖維縫線及織造用紗之製造、銷售與批發業務。各種棉、毛、麻絲、人造絲等混合線之製造與經銷。有關線類紡織品之製造經銷。,"東隆興主要經營業務為尼龍絲，競爭對手為同樣從事尼龍絲的下列幾家公司：{'1447': '力鵬', '1455': '集盛', '1466': '聚隆', '4427': '展頌'}"
4402,福大,郡都開發是做什麼的？郡都開發主要經營紡織產品防疫相關產品太陽能發電站建置,"郡都開發主要經營業務為建設，競爭對手為同樣從事建設的下列幾家公司：{'1107': '建台', '1316': '上曜', '1436': '華友聯', '1438': '三地開發', '1439': '雋揚', '1442': '名軒', '1446': '宏和', '1453': '大將', '1456': '怡華', '1805': '寶徠'}"
4406,新昕纖,新昕纖是做什麼的？新昕纖主要經營特多龍加工絲,"新昕纖主要經營業務為加工絲，競爭對手為同樣從事加工絲的下列幾家公司：{'1413': '宏洲', '1444': '力麗', '1452': '宏益', '1457': '宜進', '1459': '聯發', '4440': '宜新實業'}"
4413,飛寶企業 ,飛寶企業是做什麼的？飛寶企業主要經營成衣國際貿易業長纖紡織業,"飛寶企業主要經營業務為織布，競爭對手為同樣從事織布的下列幾家公司：{'1419': '新紡', '1434': '福懋', '1445': '大宇', '1449': '佳和', '1454': '台富', '1458': '嘉畜', '1460': '宏遠', '1464': '得力', '1465': '偉全', '1468': '昶和'}"
